id,english_name,korean_name,dex_entry_english,dex_entry_korean,type_1,type_2,height,weight,is_legendary,is_mythical,sprite_url,gif_url,icon_url
107,Hitmonchan,홍수몬,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",팔을 비틀며 날리는 펀치는 콘크리트도 부스러뜨린다. 3분 싸우면 잠시 쉰다.,Fighting,,1.4,50.2,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/107.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/107.png
108,Lickitung,내루미,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,긴 혀는 끈적끈적한 침으로 덮여 있다. 어떤 것이든 달라붙어서 매우 편리하다.,Normal,,1.2,65.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/108.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/108.png
109,Koffing,또가스,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",얇고 풍선 같은 몸에 맹독 가스가 차있다. 가까이 오면 역겨운 냄새가 난다.,Poison,,0.6,1.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/109.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/109.png
110,Weezing,또도가스,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",한쪽이 부풀어 오르면 다른 한쪽은 오그라드는 쌍둥이 또가스. 항상 체내의 독가스를 섞고 있다.,Poison,,1.2,9.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/110.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/110.png
111,Rhyhorn,뿔카노,"A POKéMON with a one-track mind. Once it charges,  it won't stop running until it falls asleep.",머리는 나쁘지만 힘이 세서 고층 빌딩도 몸통박치기로 산산조각 낸다.,Ground,Rock,1.0,115.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/111.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/111.png
112,Rhydon,코뿌리,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",전신을 갑옷 같은 피부로 보호하고 있다. 2000도의 마그마 속에서도 살 수 있다.,Ground,Rock,1.9,120.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/112.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/112.png
113,Chansey,럭키,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,행복을 가져다준다고 전해진다. 상처 입은 사람에게 알을 나눠주는 상냥한 포켓몬이다.,Normal,,1.1,34.6,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/113.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/113.png
114,Tangela,덩쿠리,The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.,수많은 움직이는 덩굴에 둘러싸여 정체불명이다. 파란 덩굴은 평생 자란다.,Grass,,1.0,35.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/114.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/114.png
115,Kangaskhan,캥카,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.,Normal,,2.2,80.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/115.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/115.png
116,Horsea,쏘드라,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,수면에서 힘차게 먹물을 발사해서 날고 있는 벌레를 맞춰서 떨어뜨릴 때가 있다고 한다.,Water,,0.4,8.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/116.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/116.png
117,Seadra,시드라,Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.,Water,,1.2,25.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/117.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/117.png
118,Goldeen,콘치,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",5노트의 스피드로 헤엄친다. 몸에 위험을 느끼면 날카로운 뿔로 반격한다.,Water,,0.6,15.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/118.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/118.png
119,Seaking,왕콘치,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",가을이 오면 산란을 위해 힘차게 강물을 거슬러 올라가며 헤엄치는 모습을 볼 수 있다.,Water,,1.3,39.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/119.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/119.png
120,Staryu,별가사리,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",몸의 중심에서 빛나는 핵이 있는 한 몸이 찢겨나가도 재생할 수 있다.,Water,,0.8,34.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/120.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/120.png
121,Starmie,아쿠스타,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,코어라고 불리는 중심 부분은 일곱 빛깔로 빛난다. 이것을 보석으로 삼는 사람도 있다고 한다.,Water,Psychic,1.1,80.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/121.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/121.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/121.png
122,Mr. Mime,마임맨,"If interrupted while it is miming, it will slap around the offender with its broad hands.",손가락 끝에서 내는 파동이 공기를 굳혀서 벽을 만든다. 격렬한 공격도 튕겨 낸다.,Psychic,Fairy,1.3,54.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/122.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/122.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/122.png
123,Scyther,스라크,"With ninja-like agility and speed, it can create the illusion that there is more than one.",풀숲에서 갑자기 튀어나와 예리한 낫으로 베어 가르는 모습은 마치 닌자 같다.,Bug,Flying,1.5,56.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/123.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/123.png
124,Jynx,루주라,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,허리를 흔드는 듯이 걷고 있다. 방심하면 엉겁결에 따라서 춤춰버린다고 한다.,Ice,Psychic,1.4,40.6,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/124.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/124.png
125,Electabuzz,에레브,"Normally found near power plants, they can wander away and cause major blackouts in cities.",몸의 표면에는 전기가 흐르고 있다. 주변이 어두우면 전신이 푸르스름하게 빛난다.,Electric,,1.1,30.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/125.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/125.png
126,Magmar,마그마,Its body always burns with an orange glow that enables it to hide perfectly among flames.,화산의 분화구 근처에서 발견되었다. 입에서 불꽃을 뿜어낸다. 체온은 1200도나 된다.,Fire,,1.3,44.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/126.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/126.png
127,Pinsir,쁘사이저,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",2개의 뿔 사이에 먹이를 끼우고 조각날 때까지 놓지 않는다. 조각나지 않으면 저편으로 세게 내던진다.,Bug,,1.5,55.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/127.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/127.png
128,Tauros,켄타로스,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",3개의 꼬리로 자신을 때려서 투지가 끓어오르면 전속력으로 돌진해온다.,Normal,,1.4,88.4,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/128.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/128.png
129,Magikarp,잉어킹,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",힘도 스피드도 거의 없다. 세상에서 가장 약하고 한심한 포켓몬이다.,Water,,0.9,10.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/129.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/129.png
130,Gyarados,갸라도스,"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.",분쟁이 일어난 마을을 다 태워버렸다는 기록이 고문서에 남아 있다.,Water,Flying,6.5,235.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/130.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/130.png
131,Lapras,라프라스,A POKéMON that has been over­ hunted almost to extinction. It can ferry people across the water.,부드러운 마음의 소유자다. 좀처럼 다투지 않아 많이 잡혔기 때문에 수가 줄었다.,Water,Ice,2.5,220.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/131.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/131.png
132,Ditto,메타몽,Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.,전신의 세포를 재구성해서 본 것의 모양과 똑 닮게 변신하는 능력을 가지고 있다.,Normal,,0.3,4.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/132.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/132.png
133,Eevee,이브이,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,진화할 때 모습과 능력이 바뀜으로써 혹독한 환경에 적응하는 희귀한 포켓몬이다.,Normal,,0.3,6.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/133.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/133.png
134,Vaporeon,샤미드,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.,아름다운 물가를 좋아한다. 세포가 물의 분자구조와 닮아서 물에 녹는 것도 가능하다.,Water,,1.0,29.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/134.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/134.png
135,Jolteon,쥬피썬더,It accumulates negative ions in the atmosphere to blast out 10000- volt lightning bolts.,체내에 전기가 모이면 전신의 털이 모두 날카롭게 곤두서기 시작한다.,Electric,,0.8,24.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/135.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/135.png
136,Flareon,부스터,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",체내에 불꽃 주머니를 가지고 있다. 싸움이 시작되기 직전에는 체온이 900도까지 올라간다.,Fire,,0.9,25.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/136.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/136.png
137,Porygon,폴리곤,A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.,연구 끝에 태어난 인공 포켓몬이다. 기본적인 동작만 프로그램되어 있다.,Normal,,0.8,36.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/137.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/137.png
138,Omanyte,암나이트,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",먼 옛날 바다에서 살고 있던 고대 포켓몬. 10개의 다리를 구불거리며 헤엄친다.,Rock,Water,0.4,7.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/138.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/138.png
139,Omastar,암스타,A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,촉수가 팔다리처럼 발달해 있다. 달라붙자마자 문다.,Rock,Water,1.0,35.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/139.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/139.png
140,Kabuto,투구,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,3억 년 전에 모래 해변에서 살고 있었던 것으로 추측된다. 단단한 껍질이 몸을 보호한다.,Rock,Water,0.5,11.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/140.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/140.png
141,Kabutops,투구푸스,Its sleek shape is perfect for swim­ ming. It slashes prey with its claws and drains the body fluids.,수중을 이동할 때 손발을 작게 접고 등껍질을 구부려 빠르게 헤엄친다.,Rock,Water,1.3,40.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/141.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/141.png
142,Aerodactyl,프테라,A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.,호박에 남아 있던 공룡의 유전자에서 부활시켰다. 높은 소리로 울며 난다.,Rock,Flying,1.8,59.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/142.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/142.png
143,Snorlax,잠만보,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",하루에 먹을 것을 400kg 먹지 않으면 성에 차지 않는다. 다 먹으면 잠이 들어 버린다.,Normal,,2.1,460.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/143.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/143.png
144,Articuno,프리져,A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.,전설의 새포켓몬이다. 공기 중의 수분을 얼려 눈보라를 만들어 낼 수 있다.,Ice,Flying,1.7,55.4,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/144.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/144.png
145,Zapdos,썬더,A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.,구름 위에서 거대한 번개를 내리치며 나타난다. 전설의 새포켓몬이다.,Electric,Flying,1.6,52.6,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/145.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/145.png
146,Moltres,파이어,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,오래전부터 불새의 전설로 알려져 있다. 날갯짓할 때마다 날개가 눈부시게 불타올라서 아름답다.,Fire,Flying,2.0,60.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/146.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/146.png
147,Dratini,미뇽,Long considered a mythical POKéMON until recently when a small colony was found living underwater.,목격자가 적기 때문에 환상의 포켓몬이라고 불리고 있다. 탈피한 껍질이 발견되고 있다.,Dragon,,1.8,3.3,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/147.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/147.png
148,Dragonair,신뇽,A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.,수정 같은 구슬에는 날씨를 자유롭게 조종하는 능력이 담겨 있는 듯하다.,Dragon,,4.0,16.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/148.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/148.png
149,Dragonite,망나뇽,An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.,커다란 몸집으로 하늘을 난다. 지구를 약 16시간 만에 일주한다.,Dragon,Flying,2.2,210.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/149.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/149.png
150,Mewtwo,뮤츠,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,한 과학자가 몇 년에 걸쳐 무서운 유전자의 연구를 계속한 결과 탄생했다.,Psychic,,2.0,122.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/150.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/150.png
151,Mew,뮤,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,모든 기술을 사용하기 때문에 포켓몬의 조상이라고 생각하는 학자가 많다.,Psychic,,0.4,4.0,0,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/151.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/151.png
